Country,Province/Territory,District/Agency,Region/Type,Date,Indicators,Values,Unit
Pakistan,Balochistan,Kalat,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,9,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,3,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,8,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,9,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,33,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,19,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,6,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,5,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,70,Number
Pakistan,Balochistan,Kalat,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,20,Number
Pakistan,Balochistan,Kalat,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,15,Number
Pakistan,Balochistan,Kalat,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,16,Number
Pakistan,Balochistan,Kalat,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,16,Number
Pakistan,Balochistan,Kalat,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,15,Number
Pakistan,Balochistan,Kalat,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,20,Number
Pakistan,Balochistan,Kalat,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,17,Number
Pakistan,Balochistan,Kalat,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,89,Number
Pakistan,Balochistan,Kalat,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,37,Number
Pakistan,Balochistan,Kalat,District,2010,Primary Schools with Electricity in Rural Areas by District,10,Number
Pakistan,Balochistan,Kalat,District,2010,Primary Schools with Electricity in Urban Areas by District,6,Number
Pakistan,Balochistan,Kalat,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,112,Number
Pakistan,Balochistan,Kalat,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,36,Number
Pakistan,Balochistan,Kalat,District,2010,Rural-Public Sector Educational Institutions,356,Number
Pakistan,Balochistan,Kalat,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,5779,Number
Pakistan,Balochistan,Kalat,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,6864,Number
Pakistan,Balochistan,Kalat,District,2010,Students in Primary Schools of Rural Areas by District,16134,Number
Pakistan,Balochistan,Kalat,District,2010,Students in Primary Schools of Urban Areas by District,4395,Number
Pakistan,Balochistan,Kalat,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,423,Number
Pakistan,Balochistan,Kalat,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,332,Number
Pakistan,Balochistan,Kalat,District,2010,Teachers in Primary Schools of Rural Areas by District,478,Number
Pakistan,Balochistan,Kalat,District,2010,Teachers in Primary Schools of Urban Areas by District,165,Number
Pakistan,Balochistan,Kalat,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,30,Number
Pakistan,Balochistan,Kalat,District,2010,Total Boys Primary Schools in Rural Areas by District,215,Number
Pakistan,Balochistan,Kalat,District,2010,Total Boys Primary Schools in Urban Areas by District,35,Number
Pakistan,Balochistan,Kalat,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,6,Number
Pakistan,Balochistan,Kalat,District,2010,Total Girls Primary Schools in Rural Areas by District,105,Number
Pakistan,Balochistan,Kalat,District,2010,Total Girls Primary Schools in Urban Areas by District,33,Number
Pakistan,Balochistan,Kalat,District,2010,Total Middle and Secondary Schools in Rural Areas by District,36,Number
Pakistan,Balochistan,Kalat,District,2010,Total Middle and Secondary Schools in Urban Areas by District,17,Number
Pakistan,Balochistan,Kalat,District,2010,Total Primary Schools in Rural Areas by District,320,Number
Pakistan,Balochistan,Kalat,District,2010,Total Primary Schools in Urban Areas by District,68,Number
Pakistan,Balochistan,Kalat,District,2010,Total-Public Sector Educational Institutions,441,Number
Pakistan,Balochistan,Kalat,District,2010,Urban-Public Sector Educational Institutions,85,Number
Pakistan,Balochistan,Kech,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,4969,Number
Pakistan,Balochistan,Kech,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,5646,Number
Pakistan,Balochistan,Kech,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,26504,Number
Pakistan,Balochistan,Kech,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,10602,Number
Pakistan,Balochistan,Kech,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,25,Number
Pakistan,Balochistan,Kech,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,34,Number
Pakistan,Balochistan,Kech,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,37,Number
Pakistan,Balochistan,Kech,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,21,Number
Pakistan,Balochistan,Kech,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,20,Number
Pakistan,Balochistan,Kech,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,18,Number
Pakistan,Balochistan,Kech,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,22,Number
Pakistan,Balochistan,Kech,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,132,Number
Pakistan,Balochistan,Kech,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,28,Number
Pakistan,Balochistan,Kech,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,41,Number
Pakistan,Balochistan,Kech,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,24,Number
Pakistan,Balochistan,Kech,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,87,Number
Pakistan,Balochistan,Kech,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,25,Number
Pakistan,Balochistan,Kech,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,3750,Number
Pakistan,Balochistan,Kech,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,3198,Number
Pakistan,Balochistan,Kech,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,21678,Number
Pakistan,Balochistan,Kech,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,6090,Number
Pakistan,Balochistan,Kech,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,9,Number
Pakistan,Balochistan,Kech,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,19,Number
Pakistan,Balochistan,Kech,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,22,Number
Pakistan,Balochistan,Kech,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,9,Number
Pakistan,Balochistan,Kech,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,13,Number
Pakistan,Balochistan,Kech,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,9,Number
Pakistan,Balochistan,Kech,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,8,Number
Pakistan,Balochistan,Kech,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,101,Number
Pakistan,Balochistan,Kech,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,10,Number
Pakistan,Balochistan,Kech,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,57,Number
Pakistan,Balochistan,Kech,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,9,Number
Pakistan,Balochistan,Kech,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,87,Number
Pakistan,Balochistan,Kech,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,12,Number
Pakistan,Balochistan,Kech,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,56,Number
Pakistan,Balochistan,Kech,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,30,Number
Pakistan,Balochistan,Kech,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,33,Number
Pakistan,Balochistan,Kech,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,27,Number
Pakistan,Balochistan,Kech,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,56,Number
Pakistan,Balochistan,Kech,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,30,Number
Pakistan,Balochistan,Kech,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,233,Number
Pakistan,Balochistan,Kech,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,38,Number
Pakistan,Balochistan,Kech,District,2010,Primary Schools with Electricity in Rural Areas by District,98,Number
Pakistan,Balochistan,Kech,District,2010,Primary Schools with Electricity in Urban Areas by District,33,Number
Pakistan,Balochistan,Kech,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,174,Number
Pakistan,Balochistan,Kech,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,37,Number
Pakistan,Balochistan,Kech,District,2010,Public Sector Universities by District (Including Sub-Campuses),1,Number
Pakistan,Balochistan,Kech,District,2010,Rural-Public Sector Educational Institutions,509,Number
Pakistan,Balochistan,Kech,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,22597,Number
Pakistan,Balochistan,Kech,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,18522,Number
Pakistan,Balochistan,Kech,District,2010,Students in Primary Schools of Rural Areas by District,34304,Number
Pakistan,Balochistan,Kech,District,2010,Students in Primary Schools of Urban Areas by District,7014,Number
Pakistan,Balochistan,Kech,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,1177,Number
Pakistan,Balochistan,Kech,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,804,Number
Pakistan,Balochistan,Kech,District,2010,Teachers in Primary Schools of Rural Areas by District,872,Number
Pakistan,Balochistan,Kech,District,2010,Teachers in Primary Schools of Urban Areas by District,204,Number
Pakistan,Balochistan,Kech,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,53,Number
Pakistan,Balochistan,Kech,District,2010,Total Boys Primary Schools in Rural Areas by District,270,Number
Pakistan,Balochistan,Kech,District,2010,Total Boys Primary Schools in Urban Areas by District,43,Number
Pakistan,Balochistan,Kech,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,23,Number
Pakistan,Balochistan,Kech,District,2010,Total Girls Primary Schools in Rural Areas by District,163,Number
Pakistan,Balochistan,Kech,District,2010,Total Girls Primary Schools in Urban Areas by District,12,Number
Pakistan,Balochistan,Kech,District,2010,Total Middle and Secondary Schools in Rural Areas by District,76,Number
Pakistan,Balochistan,Kech,District,2010,Total Middle and Secondary Schools in Urban Areas by District,34,Number
Pakistan,Balochistan,Kech,District,2010,Total Primary Schools in Rural Areas by District,433,Number
Pakistan,Balochistan,Kech,District,2010,Total Primary Schools in Urban Areas by District,55,Number
Pakistan,Balochistan,Kech,District,2010,Total Universities by District (Including Sub-Campuses),1,Number
Pakistan,Balochistan,Kech,District,2010,Total-Public Sector Educational Institutions,598,Number
Pakistan,Balochistan,Kech,District,2010,Urban-Public Sector Educational Institutions,89,Number
Pakistan,Balochistan,Kharan,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,733,Number
Pakistan,Balochistan,Kharan,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,850,Number
Pakistan,Balochistan,Kharan,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,5167,Number
Pakistan,Balochistan,Kharan,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,2417,Number
Pakistan,Balochistan,Kharan,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,4,Number
